OBJECTID,USRN,ROADDESC,DOMAIN_,WARD,LOCALITY,IDCODE,TYPEDESC,LOCATION,CONDITION,MATERIALLA,HEIGHT,MANUFACTUR,CROSSSECTI,MATERIAL,CATTYPE,MODEL,COLOUR,NBOFLANTER,X,Y,NUMPOINTS
"5584","21900659",HAMILTON ROAD,LB - Lambeth,L1 - Gipsy Hill,,C0659-25,SL - Street Lighting,Outside 151,1 - Good,(ST1) Standard Tubular Steel,"6",Valmont Stainton,TN - Tubular Standard,S1 - Steel,CS - Standard,NULL,BLACK - Unspecified,"1",533000.083699999959208,171660.740900000004331,0
"5585","21900659",HAMILTON ROAD,LB - Lambeth,L1 - Gipsy Hill,,C0659-26,SL - Street Lighting,Outside 151,1 - Good,(ST1) Standard Tubular Steel,"6",Valmont Stainton,TN - Tubular Standard,S1 - Steel,CS - Standard,NULL,BLACK - Unspecified,"1",533010.241500000003725,171627.782000000006519,0
"5586","21900659",HAMILTON ROAD,LB - Lambeth,L1 - Gipsy Hill,,C0659-27,SL - Street Lighting,Junction with paxton place,1 - Good,(ST1) Standard Tubular Steel,"6",Valmont Stainton,TN - Tubular Standard,S1 - Steel,CS - Standard,NULL,BLACK - Unspecified,"1",533015.752699999953620,171612.761499999993248,0
"5587","21900659",HAMILTON ROAD,LB - Lambeth,L1 - Gipsy Hill,,C0659-28,SL - Street Lighting,Outside 175,1 - Good,(ST1) Standard Tubular Steel,"6",Valmont Stainton,TN - Tubular Standard,S1 - Steel,CS - Standard,NULL,BLACK - Unspecified,"1",533039.742399999988265,171594.931299999996554,0
"5588","21900659",HAMILTON ROAD,LB - Lambeth,L1 - Gipsy Hill,,C0659-29,SL - Street Lighting,Junction with gipsy road,1 - Good,(ST1) Standard Tubular Steel,"6",Valmont Stainton,TN - Tubular Standard,S1 - Steel,CS - Standard,NULL,BLACK - Unspecified,"1",533042.660000000032596,171568.996500000008382,0
"5589","21900661",HANDFORTH ROAD,LB - Lambeth,L1 - Oval,,C0661-01,SL - Street Lighting,Junction with roman road,1 - Good,(ST1) Standard Tubular Steel,"6",Valmont Stainton,TN - Tubular Standard,S1 - Steel,CS - Standard,NULL,BLACK - Unspecified,"1",531198.299400000018068,177275.152000000001863,0
"5590","21900661",HANDFORTH ROAD,LB - Lambeth,L1 - Oval,,C0661-02,SL - Street Lighting,Outside 4,1 - Good,(ST1) Standard Tubular Steel,"6",Valmont Stainton,TN - Tubular Standard,S1 - Steel,CS - Standard,NULL,BLACK - Unspecified,"1",531181.553700000047684,177287.272200000006706,0
"5591","21900661",HANDFORTH ROAD,LB - Lambeth,L1 - Oval,,C0661-03,SL - Street Lighting,Outside 14,1 - Good,(ST1) Standard Tubular Steel,"6",Valmont Stainton,TN - Tubular Standard,S1 - Steel,CS - Standard,NULL,BLACK - Unspecified,"1",531153.969500000006519,177291.409799999993993,0
"5592","21900661",HANDFORTH ROAD,LB - Lambeth,L1 - Oval,,C0661-04,SL - Street Lighting,Opposite 24,1 - Good,(ST1) Standard Tubular Steel,"6",Valmont Stainton,TN - Tubular Standard,S1 - Steel,CS - Standard,NULL,BLACK - Unspecified,"1",531126.629500000039116,177293.043499999999767,0
"5593","21900661",HANDFORTH ROAD,LB - Lambeth,L1 - Oval,,C0661-05,SL - Street Lighting,Outside 36,1 - Good,(ST1) Standard Tubular Steel,"6",Valmont Stainton,TN - Tubular Standard,S1 - Steel,CS - Standard,NULL,BLACK - Unspecified,"1",531093.963299999944866,177294.592899999988731,0
"5594","21900661",HANDFORTH ROAD,LB - Lambeth,L1 - Oval,,C0661-06,SL - Street Lighting,Outside 49,1 - Good,(ST1) Standard Tubular Steel,"6",Valmont Stainton,TN - Tubular Standard,S1 - Steel,CS - Standard,NULL,BLACK - Unspecified,"1",531066.461600000038743,177295.238500000006752,0
"5595","21900661",HANDFORTH ROAD,LB - Lambeth,L1 - Oval,,C0661-07,SL - Street Lighting,Junction with clapham road,1 - Good,(ST1) Standard Tubular Steel,"6",Valmont Stainton,TN - Tubular Standard,S1 - Steel,CS - Standard,NULL,BLACK - Unspecified,"1",531043.349999999976717,177318.737499999988358,0
"5596","21900662",HANNEN ROAD,LB - Lambeth,L1 - Knight's Hill,,0662-1,SL - Street Lighting,Junction with norwood high street,2 - Fair,(ST1) Standard Tubular Steel,"6",Valmont Stainton,TN - Tubular Standard,S1 - Steel,CS - Standard,NULL,BLACK - Unspecified,"1",531988.937500000000000,171990.140600000013364,0
"5597","21900662",HANNEN ROAD,LB - Lambeth,L1 - Knight's Hill,,0662-2,SL - Street Lighting,Side of 8,1 - Good,(ST1) Standard Tubular Steel,"6",Valmont Stainton,TN - Tubular Standard,S1 - Steel,CS - Standard,NULL,BLACK - Unspecified,"1",531974.875000000000000,171999.921899999986636,0
"5598","21900662",HANNEN ROAD,LB - Lambeth,L1 - Knight's Hill,,0662-3,SL - Street Lighting,Adjacent/near opposite 10,1 - Good,(ST1) Standard Tubular Steel,"6",Valmont Stainton,TN - Tubular Standard,S1 - Steel,CS - Standard,NULL,BLACK - Unspecified,"1",531964.812500000000000,171997.125000000000000,0
"5599","21900662",HANNEN ROAD,LB - Lambeth,L1 - Knight's Hill,,0662-4,SL - Street Lighting,Outside 10,1 - Good,(ST1) Standard Tubular Steel,"6",Valmont Stainton,TN - Tubular Standard,S1 - Steel,CS - Standard,NULL,BLACK - Unspecified,"1",531941.937500000000000,172016.968800000002375,29
"5600","21900662",HANNEN ROAD,LB - Lambeth,L1 - Knight's Hill,,0662-5,SL - Street Lighting,Outside 7,1 - Good,(ST1) Standard Tubular Steel,"6",Valmont Stainton,TN - Tubular Standard,S1 - Steel,CS - Standard,NULL,BLACK - Unspecified,"1",531924.187500000000000,172020.265600000013364,0
"5601","21900662",HANNEN ROAD,LB - Lambeth,L1 - Knight's Hill,,0662-6,SL - Street Lighting,Outside 4,1 - Good,(ST1) Standard Tubular Steel,"6",Valmont Stainton,TN - Tubular Standard,S1 - Steel,CS - Standard,NULL,BLACK - Unspecified,"1",531912.500000000000000,172037.046899999986636,0
"5602","21900663",HANNINGTON ROAD,LB - Lambeth,L1 - Clapham Town,,C0663-01,SL - Street Lighting,Outside bentley road,1 - Good,(ST1) Standard Tubular Steel,"6",Valmont Stainton,TN - Tubular Standard,S1 - Steel,CS - Standard,NULL,BLACK - Unspecified,"1",528875.118900000001304,175766.249100000015460,0
"5603","21900663",HANNINGTON ROAD,LB - Lambeth,L1 - Clapham Town,,C0663-02,SL - Street Lighting,Outside 7,1 - Good,(ST1) Standard Tubular Steel,"6",Valmont Stainton,TN - Tubular Standard,S1 - Steel,CS - Standard,NULL,BLACK - Unspecified,"1",528854.655400000046939,175756.106200000009267,0
"5604","21900663",HANNINGTON ROAD,LB - Lambeth,L1 - Clapham Town,,C0663-03,SL - Street Lighting,Outside 11,1 - Good,(ST1) Standard Tubular Steel,"6",Valmont Stainton,TN - Tubular Standard,S1 - Steel,CS - Standard,NULL,BLACK - Unspecified,"1",528837.251900000032037,175747.302900000009686,0
"5605","21900663",HANNINGTON ROAD,LB - Lambeth,L1 - Clapham Town,,C0663-04,SL - Street Lighting,Adjacent/near opposite mackay road,1 - Good,(ST1) Standard Tubular Steel,"6",Valmont Stainton,TN - Tubular Standard,S1 - Steel,CS - Standard,NULL,BLACK - Unspecified,"1",528817.553599999984726,175736.776899999997113,0
"5606","21900663",HANNINGTON ROAD,LB - Lambeth,L1 - Clapham Town,,C0663-05,SL - Street Lighting,Outside pepys court,1 - Good,(ST1) Standard Tubular Steel,"6",Valmont Stainton,TN - Tubular Standard,S1 - Steel,CS - Standard,NULL,BLACK - Unspecified,"1",528786.187200000043958,175730.465499999991152,13
"5607","21900664",HANOVER GARDENS,LB - Lambeth,L1 - Oval,,0664-2,FP - Pillar,Adjacent/near opposite 2,NULL,FEEDER PILLAR MEDIUM,,NULL,NULL,NULL,NULL,NULL,NULL,"0",531126.687500000000000,177524.968800000002375,0
"5608","21900664",HANOVER GARDENS,LB - Lambeth,L1 - Oval,,0664-25,FP - Pillar,Outside 25,NULL,FEEDER PILLAR MEDIUM,,NULL,NULL,NULL,NULL,NULL,NULL,"0",531028.562500000000000,177598.890600000042468,0
"5609","21900664",HANOVER GARDENS,LB - Lambeth,L1 - Oval,,0664-42,FP - Pillar,Outside 42,NULL,FEEDER PILLAR MEDIUM,,NULL,NULL,NULL,NULL,NULL,NULL,"0",531069.687500000000000,177602.515600000013364,0
"5610","21900664",HANOVER GARDENS,LB - Lambeth,L1 - Oval,,C0664-01,SL - Street Lighting,Junction with kennington pk gds,1 - Good,(NS1) Heritage Tubular Steel,"5",Not Specified - Phase out to be confirmed,TN - Tubular Standard,S1 - Steel,CH - Heritage,NULL,BLACK - Unspecified,"1",531128.229300000006333,177524.964899999991758,0
"5611","21900664",HANOVER GARDENS,LB - Lambeth,L1 - Oval,,C0664-02,SL - Street Lighting,Outside 2,1 - Good,(NS1) Heritage Tubular Steel,"5",Not Specified - Phase out to be confirmed,TN - Tubular Standard,S1 - Steel,CH - Heritage,NULL,BLACK - Unspecified,"1",531110.393599999952130,177529.102799999993294,0
"5612","21900664",HANOVER GARDENS,LB - Lambeth,L1 - Oval,,C0664-03,SL - Street Lighting,Opposite 5,1 - Good,(NS1) Heritage Tubular Steel,"5",Not Specified - Phase out to be confirmed,TN - Tubular Standard,S1 - Steel,CH - Heritage,NULL,BLACK - Unspecified,"1",531101.915400000056252,177544.002200000017183,0
"5613","21900664",HANOVER GARDENS,LB - Lambeth,L1 - Oval,,C0664-04,SL - Street Lighting,Opposite 51,1 - Good,(DW1) Chatsworth DecorativeTubular Steel,"5",DW Windsor,TN - Tubular Standard,S1 - Steel,CD - Decorative,CW - Chatsworth,BLACK - Unspecified,"1",531073.440900000045076,177552.887799999996787,0
"5614","21900664",HANOVER GARDENS,LB - Lambeth,L1 - Oval,,C0664-05,SL - Street Lighting,Junction with elias place,1 - Good,(DW1) Chatsworth DecorativeTubular Steel,"5",DW Windsor,TN - Tubular Standard,S1 - Steel,CD - Decorative,CW - Chatsworth,BLACK - Unspecified,"1",531059.910400000051595,177565.711500000004889,0
"5615","21900664",HANOVER GARDENS,LB - Lambeth,L1 - Oval,,C0664-06,SL - Street Lighting,Outside 20,1 - Good,(DW1) Chatsworth DecorativeTubular Steel,"5",DW Windsor,TN - Tubular Standard,S1 - Steel,CD - Decorative,CW - Chatsworth,BLACK - Unspecified,"1",531047.086800000048243,177580.049700000003213,0
"5616","21900664",HANOVER GARDENS,LB - Lambeth,L1 - Oval,,C0664-07,SL - Street Lighting,Outside 23,1 - Good,(DW1) Chatsworth DecorativeTubular Steel,"5",DW Windsor,TN - Tubular Standard,S1 - Steel,CD - Decorative,CW - Chatsworth,BLACK - Unspecified,"1",531033.152400000020862,177594.388000000006286,0
"5617","21900664",HANOVER GARDENS,LB - Lambeth,L1 - Oval,,C0664-08,SL - Street Lighting,Outside 32,1 - Good,(DW1) Chatsworth DecorativeTubular Steel,"5",DW Windsor,TN - Tubular Standard,S1 - Steel,CD - Decorative,CW - Chatsworth,BLACK - Unspecified,"1",531039.311800000024959,177608.322299999999814,0
"5618","21900664",HANOVER GARDENS,LB - Lambeth,L1 - Oval,,C0664-09,SL - Street Lighting,Outside 35,1 - Good,(DW1) Chatsworth DecorativeTubular Steel,"5",DW Windsor,TN - Tubular Standard,S1 - Steel,CD - Decorative,CW - Chatsworth,BLACK - Unspecified,"1",531055.871500000008382,177614.077799999999115,0
"5619","21900664",HANOVER GARDENS,LB - Lambeth,L1 - Oval,,C0664-10,SL - Street Lighting,Outside 42,1 - Good,(DW1) Chatsworth DecorativeTubular Steel,"5",DW Windsor,TN - Tubular Standard,S1 - Steel,CD - Decorative,CW - Chatsworth,BLACK - Unspecified,"1",531072.330100000021048,177596.508399999962421,0
"5620","21900664",HANOVER GARDENS,LB - Lambeth,L1 - Oval,,C0664-11,SL - Street Lighting,Outside 48,1 - Good,(DW1) Chatsworth DecorativeTubular Steel,"5",DW Windsor,TN - Tubular Standard,S1 - Steel,CD - Decorative,CW - Chatsworth,BLACK - Unspecified,"1",531073.137899999972433,177574.092299999989336,0
"5621","21900665",HARBOROUGH ROAD,LB - Lambeth,L1 - Streatham Wells,,C0665-01,SL - Street Lighting,Side of 86-88 valley road,1 - Good,(ST1) Standard Tubular Steel,"6",Valmont Stainton,TN - Tubular Standard,S1 - Steel,CS - Standard,NULL,BLACK - Unspecified,"1",530857.134399999980815,171888.517699999996694,0
"5622","21900665",HARBOROUGH ROAD,LB - Lambeth,L1 - Streatham Wells,,C0665-02,SL - Street Lighting,Side of 86-88 valley road,1 - Good,(ST1) Standard Tubular Steel,"6",Valmont Stainton,TN - Tubular Standard,S1 - Steel,CS - Standard,NULL,BLACK - Unspecified,"1",530836.299499999964610,171901.957699999999022,0
"5623","21900665",HARBOROUGH ROAD,LB - Lambeth,L1 - Streatham Wells,,C0665-03,SL - Street Lighting,Outside 14-16,1 - Good,(ST1) Standard Tubular Steel,"6",Valmont Stainton,TN - Tubular Standard,S1 - Steel,CS - Standard,NULL,BLACK - Unspecified,"1",530813.938700000056997,171892.156500000011874,0
"5624","21900665",HARBOROUGH ROAD,LB - Lambeth,L1 - Streatham Wells,,C0665-04,SL - Street Lighting,Opposite 13,1 - Good,(ST1) Standard Tubular Steel,"6",Valmont Stainton,TN - Tubular Standard,S1 - Steel,CS - Standard,NULL,BLACK - Unspecified,"1",530802.670200000051409,171874.021299999993062,0
"5625","21900665",HARBOROUGH ROAD,LB - Lambeth,L1 - Streatham Wells,,C0665-05,SL - Street Lighting,Outside 21-23,1 - Good,(ST1) Standard Tubular Steel,"6",Valmont Stainton,TN - Tubular Standard,S1 - Steel,CS - Standard,NULL,BLACK - Unspecified,"1",530794.336299999966286,171845.732900000002701,0
"5626","21900665",HARBOROUGH ROAD,LB - Lambeth,L1 - Streatham Wells,,C0665-06,SL - Street Lighting,Outside 21-23,1 - Good,(ST1) Standard Tubular Steel,"6",Valmont Stainton,TN - Tubular Standard,S1 - Steel,CS - Standard,NULL,BLACK - Unspecified,"1",530772.914499999955297,171826.893400000000838,0
"5627","21900665",HARBOROUGH ROAD,LB - Lambeth,L1 - Streatham Wells,,C0665-07,SL - Street Lighting,Opposite 78-80,1 - Good,(ST1) Standard Tubular Steel,"6",Valmont Stainton,TN - Tubular Standard,S1 - Steel,CS - Standard,NULL,BLACK - Unspecified,"1",530764.169699999969453,171797.255100000009406,6
"5628","21900665",HARBOROUGH ROAD,LB - Lambeth,L1 - Streatham Wells,,C0665-08,SL - Street Lighting,Opposite 65,1 - Good,(ST1) Standard Tubular Steel,"6",Valmont Stainton,TN - Tubular Standard,S1 - Steel,CS - Standard,NULL,BLACK - Unspecified,"1",530743.100100000039674,171779.002600000007078,0
"5629","21900665",HARBOROUGH ROAD,LB - Lambeth,L1 - Streatham Wells,,C0665-09,SL - Street Lighting,Opposite 110-112,1 - Good,(ST1) Standard Tubular Steel,"6",Valmont Stainton,TN - Tubular Standard,S1 - Steel,CS - Standard,NULL,BLACK - Unspecified,"1",530730.188300000037998,171758.461099999985890,0
"5630","21900665",HARBOROUGH ROAD,LB - Lambeth,L1 - Streatham Wells,,C0665-10,SL - Street Lighting,Opposite 110-112,1 - Good,(ST1) Standard Tubular Steel,"6",Valmont Stainton,TN - Tubular Standard,S1 - Steel,CS - Standard,NULL,BLACK - Unspecified,"1",530720.093699999968521,171734.398300000000745,0
"5631","21900665",HARBOROUGH ROAD,LB - Lambeth,L1 - Streatham Wells,,C0665-11,SL - Street Lighting,Opposite 142-144,1 - Good,(ST1) Standard Tubular Steel,"6",Valmont Stainton,TN - Tubular Standard,S1 - Steel,CS - Standard,NULL,BLACK - Unspecified,"1",530719.682900000014342,171708.281400000007125,0
"5632","21900665",HARBOROUGH ROAD,LB - Lambeth,L1 - Streatham Wells,,C0665-12,SL - Street Lighting,Side of 139 sunnyhill rd,1 - Good,(ST1) Standard Tubular Steel,"6",Valmont Stainton,TN - Tubular Standard,S1 - Steel,CS - Standard,NULL,BLACK - Unspecified,"1",530701.019500000053085,171680.110300000000279,0
"5633","21900666",HARBOUR ROAD,LB - Lambeth,L1 - Herne Hill,,C0666-01,SL - Street Lighting,Junction with coldharbour lane,1 - Good,(ST1) Standard Tubular Steel,"6",Valmont Stainton,TN - Tubular Standard,S1 - Steel,CS - Standard,NULL,BLACK - Unspecified,"1",532112.212599999969825,175958.007699999987381,0
"5634","21900666",HARBOUR ROAD,LB - Lambeth,L1 - Herne Hill,,C0666-02,SL - Street Lighting,Outside the coast bar,1 - Good,(ST1) Standard Tubular Steel,"6",Valmont Stainton,TN - Tubular Standard,S1 - Steel,CS - Standard,NULL,BLACK - Unspecified,"1",532120.651900000055321,175940.381400000012945,0
"5635","21900666",HARBOUR ROAD,LB - Lambeth,L1 - Herne Hill,,C0666-03,SL - Street Lighting,Outside 6,1 - Good,(ST1) Standard Tubular Steel,"6",Valmont Stainton,TN - Tubular Standard,S1 - Steel,CS - Standard,NULL,BLACK - Unspecified,"1",532143.405799999949522,175932.796700000006240,0
"5636","21900666",HARBOUR ROAD,LB - Lambeth,L1 - Herne Hill,,C0666-04,SL - Street Lighting,Junction with southwell road,1 - Good,(ST1) Standard Tubular Steel,"6",Valmont Stainton,TN - Tubular Standard,S1 - Steel,CS - Standard,NULL,BLACK - Unspecified,"1",532155.797600000048988,175911.431500000006054,0
"5637","21900669",HARDESS STREET,LB - Lambeth,L1 - Herne Hill,,c0669-01,SL - Street Lighting,Junction with herne hill rd,1 - Good,(ST1) Standard Tubular Steel,"8",Valmont Stainton,TN - Tubular Standard,S1 - Steel,CS - Standard,NULL,BLACK - Unspecified,"1",532055.765499999979511,175718.606899999984307,0
"5638","21900669",HARDESS STREET,LB - Lambeth,L1 - Herne Hill,,C0669-02,SL - Street Lighting,Junction with herne hill rd,1 - Good,(ST1) Standard Tubular Steel,"8",Valmont Stainton,TN - Tubular Standard,S1 - Steel,CS - Standard,NULL,BLACK - Unspecified,"1",532028.545299999997951,175711.152700000006007,0
"5639","21900670",HAREDALE ROAD,LB - Lambeth,L1 - Herne Hill,,C0670-01,SL - Street Lighting,Junction with brantwood rd,1 - Good,(ST1) Standard Tubular Steel,"6",Valmont Stainton,TN - Tubular Standard,S1 - Steel,CS - Standard,NULL,BLACK - Unspecified,"1",532304.285099999979138,175158.874199999991106,0
"5640","21900670",HAREDALE ROAD,LB - Lambeth,L1 - Herne Hill,,C0670-02,SL - Street Lighting,Outside 4,1 - Good,(ST1) Standard Tubular Steel,"6",Valmont Stainton,TN - Tubular Standard,S1 - Steel,CS - Standard,NULL,BLACK - Unspecified,"1",532327.778799999970943,175177.128399999986868,0
"5641","21900670",HAREDALE ROAD,LB - Lambeth,L1 - Herne Hill,,C0670-03,SL - Street Lighting,Opposite 11,1 - Good,(ST1) Standard Tubular Steel,"6",Valmont Stainton,TN - Tubular Standard,S1 - Steel,CS - Standard,NULL,BLACK - Unspecified,"1",532344.511799999978393,175197.917799999995623,0
"5642","21900670",HAREDALE ROAD,LB - Lambeth,L1 - Herne Hill,,C0670-04,SL - Street Lighting,Opposite 20,1 - Good,(ST1) Standard Tubular Steel,"6",Valmont Stainton,TN - Tubular Standard,S1 - Steel,CS - Standard,NULL,BLACK - Unspecified,"1",532356.681199999991804,175225.975100000010571,0
"5643","21900671",HARGWYNE STREET,LB - Lambeth,L1 - Ferndale,,C0671-02,SL - Street Lighting,Outside 6,1 - Good,(ST1) Standard Tubular Steel,"6",Valmont Stainton,TN - Tubular Standard,S1 - Steel,CS - Standard,NULL,BLACK - Unspecified,"1",530656.858299999963492,175627.814500000007683,0
"5644","21900671",HARGWYNE STREET,LB - Lambeth,L1 - Larkhall,,C0671-03,SL - Street Lighting,Outside 21,1 - Good,(ST1) Standard Tubular Steel,"6",Valmont Stainton,TN - Tubular Standard,S1 - Steel,CS - Standard,NULL,BLACK - Unspecified,"1",530638.410499999998137,175647.129700000019511,3
"5645","21900671",HARGWYNE STREET,LB - Lambeth,L1 - Larkhall,,C0671-04,SL - Street Lighting,Outside 31,1 - Good,(ST1) Standard Tubular Steel,"6",Valmont Stainton,TN - Tubular Standard,S1 - Steel,CS - Standard,NULL,BLACK - Unspecified,"1",530628.336200000019744,175669.095700000005309,0
"5646","21900671",HARGWYNE STREET,LB - Lambeth,L1 - Ferndale,,C0671-05,SL - Street Lighting,Outside 36,1 - Good,(ST1) Standard Tubular Steel,"6",Valmont Stainton,TN - Tubular Standard,S1 - Steel,CS - Standard,NULL,BLACK - Unspecified,"1",530623.984999999986030,175695.516999999992549,0
"5647","21900671",HARGWYNE STREET,LB - Lambeth,L1 - Larkhall,,C0671-06,SL - Street Lighting,Outside 48,1 - Good,(ST1) Standard Tubular Steel,"6",Valmont Stainton,TN - Tubular Standard,S1 - Steel,CS - Standard,NULL,BLACK - Unspecified,"1",530605.324699999997392,175717.484800000005635,0
"5648","21900671",HARGWYNE STREET,LB - Lambeth,L1 - Larkhall,,C0671-07,SL - Street Lighting,Opposite 61,1 - Good,(ST1) Standard Tubular Steel,"6",Valmont Stainton,TN - Tubular Standard,S1 - Steel,CS - Standard,NULL,BLACK - Unspecified,"1",530597.159199999994598,175734.994000000006054,0
"5649","21900671",HARGWYNE STREET,LB - Lambeth,L1 - Ferndale,,C0671-08,SL - Street Lighting,Opposite 73,1 - Good,(ST1) Standard Tubular Steel,"6",Valmont Stainton,TN - Tubular Standard,S1 - Steel,CS - Standard,NULL,BLACK - Unspecified,"1",530593.974599999957718,175758.762400000006892,0
"5650","21900671",HARGWYNE STREET,LB - Lambeth,L1 - Larkhall,,C0671-10,SL - Street Lighting,Opposite 87,1 - Good,(ST1) Standard Tubular Steel,"6",Valmont Stainton,TN - Tubular Standard,S1 - Steel,CS - Standard,NULL,BLACK - Unspecified,"1",530572.554499999969266,175799.829900000011548,0
"5651","21900671",HARGWYNE STREET,LB - Lambeth,L1 - Larkhall,,C0671-11,SL - Street Lighting,Outside 97,1 - Good,(ST1) Standard Tubular Steel,"6",Valmont Stainton,TN - Tubular Standard,S1 - Steel,CS - Standard,NULL,BLACK - Unspecified,"1",530551.987100000027567,175817.235600000014529,0
"5652","21900671",HARGWYNE STREET,LB - Lambeth,L1 - Larkhall,,C0671-12,SL - Street Lighting,Opposite 109,1 - Good,(ST1) Standard Tubular Steel,"6",Valmont Stainton,TN - Tubular Standard,S1 - Steel,CS - Standard,NULL,BLACK - Unspecified,"1",530546.364300000015646,175841.747299999959068,0
"5653","21900671",HARGWYNE STREET,LB - Lambeth,L1 - Larkhall,,C0671-13,SL - Street Lighting,Outside 121,1 - Good,(ST1) Standard Tubular Steel,"6",Valmont Stainton,TN - Tubular Standard,S1 - Steel,CS - Standard,NULL,BLACK - Unspecified,"1",530523.939699999988079,175863.927200000005541,0
