OBJECTID,USRN,ROADDESC,DOMAIN_,WARD,LOCALITY,IDCODE,TYPEDESC,LOCATION,CONDITION,MATERIALLA,HEIGHT,MANUFACTUR,CROSSSECTI,MATERIAL,CATTYPE,MODEL,COLOUR,NBOFLANTER,X,Y,NUMPOINTS
"3684","21900470",DORCHESTER DRIVE,LB - Lambeth,L1 - Herne Hill,,C0470-04,SL - Street Lighting,Junction with dorchester drive,1 - Good,(ST1) Standard Tubular Steel,"6",Valmont Stainton,TN - Tubular Standard,S1 - Steel,CS - Standard,NULL,BLACK - Unspecified,"1",532295.481200000038370,175026.472000000008848,0
"3685","21900470",DORCHESTER DRIVE,LB - Lambeth,L1 - Herne Hill,,C0470-05,SL - Street Lighting,Opposite 8,1 - Good,(ST1) Standard Tubular Steel,"6",Valmont Stainton,TN - Tubular Standard,S1 - Steel,CS - Standard,NULL,BLACK - Unspecified,"1",532279.884500000043772,175006.100799999985611,0
"3686","21900470",DORCHESTER DRIVE,LB - Lambeth,L1 - Herne Hill,,C0470-06,SL - Street Lighting,Opposite 8,1 - Good,(ST1) Standard Tubular Steel,"6",Valmont Stainton,TN - Tubular Standard,S1 - Steel,CS - Standard,NULL,BLACK - Unspecified,"1",532257.919299999950454,174988.564600000012433,0
"3687","21900470",DORCHESTER DRIVE,LB - Lambeth,L1 - Herne Hill,,C0470-07,SL - Street Lighting,Outside 14,1 - Good,(ST1) Standard Tubular Steel,"6",Valmont Stainton,TN - Tubular Standard,S1 - Steel,CS - Standard,NULL,BLACK - Unspecified,"1",532243.210300000035204,174969.034799999993993,0
"3688","21900470",DORCHESTER DRIVE,LB - Lambeth,L1 - Herne Hill,,C0470-08,SL - Street Lighting,Outside 16,1 - Good,(ST1) Standard Tubular Steel,"6",Valmont Stainton,TN - Tubular Standard,S1 - Steel,CS - Standard,NULL,BLACK - Unspecified,"1",532229.274800000013784,174951.353200000012293,0
"3689","21900470",DORCHESTER DRIVE,LB - Lambeth,L1 - Herne Hill,,C0470-09,SL - Street Lighting,Outside 18,1 - Good,(ST1) Standard Tubular Steel,"6",Valmont Stainton,TN - Tubular Standard,S1 - Steel,CS - Standard,NULL,BLACK - Unspecified,"1",532218.293399999965914,174923.661099999997532,0
"3690","21900470",DORCHESTER DRIVE,LB - Lambeth,L1 - Herne Hill,,C0470-10,SL - Street Lighting,Outside 20,1 - Good,(ST1) Standard Tubular Steel,"6",Valmont Stainton,TN - Tubular Standard,S1 - Steel,CS - Standard,NULL,BLACK - Unspecified,"1",532199.195399999967776,174912.679800000012619,0
"3691","21900470",DORCHESTER DRIVE,LB - Lambeth,L1 - Herne Hill,,C0470-11,SL - Street Lighting,Opposite 24,1 - Good,(ST1) Standard Tubular Steel,"6",Valmont Stainton,TN - Tubular Standard,S1 - Steel,CS - Standard,NULL,BLACK - Unspecified,"1",532185.826800000038929,174888.488899999996647,0
"3692","21900470",DORCHESTER DRIVE,LB - Lambeth,L1 - Herne Hill,,C0470-12,SL - Street Lighting,Side of 24,1 - Good,(ST1) Standard Tubular Steel,"6",Valmont Stainton,TN - Tubular Standard,S1 - Steel,CS - Standard,NULL,BLACK - Unspecified,"1",532162.909199999994598,174884.669300000008661,0
"3693","21900470",DORCHESTER DRIVE,LB - Lambeth,L1 - Herne Hill,,C0470-13,SL - Street Lighting,Side of 24,1 - Good,(ST1) Standard Tubular Steel,"6",Valmont Stainton,TN - Tubular Standard,S1 - Steel,CS - Standard,NULL,BLACK - Unspecified,"1",532142.856299999984913,174897.401299999968614,0
"3694","21900470",DORCHESTER DRIVE,LB - Lambeth,L1 - Herne Hill,,C0470-14,SL - Street Lighting,Junction with 47 brantwood rd,1 - Good,(ST1) Standard Tubular Steel,"6",Valmont Stainton,TN - Tubular Standard,S1 - Steel,CS - Standard,NULL,BLACK - Unspecified,"1",532125.508900000015274,174921.432999999989988,0
"3695","21901750",DORRELL PLACE,LB - Lambeth,L1 - Ferndale,,1750-1,SL - Street Lighting,Junction with brixton road,2 - Fair,(UR1) Brixton Decorative Tubular Steel,"5",URBIS Schreder Ltd,TN - Tubular Standard,S1 - Steel,CD - Decorative,BX - Brixton,BLACK - Unspecified,"2",531040.000000000000000,175491.453100000013364,0
"3696","21901750",DORRELL PLACE,LB - Lambeth,L1 - Ferndale,,1750-1_FP,FP - Pillar,Junction with,NULL,FEEDER PILLAR SMALL,,NULL,NULL,NULL,NULL,NULL,NULL,"0",531040.187500000000000,175491.406300000002375,0
"3697","21901750",DORRELL PLACE,LB - Lambeth,L1 - Ferndale,,1750-2,SL - Street Lighting,,2 - Fair,(UR1) Brixton Decorative Tubular Steel,"5",URBIS Schreder Ltd,TN - Tubular Standard,S1 - Steel,CD - Decorative,BX - Brixton,BLACK - Unspecified,"2",531029.000000000000000,175494.546899999986636,0
"3698","21901750",DORRELL PLACE,LB - Lambeth,L1 - Ferndale,,1750-3,SL - Street Lighting,Side of 11,2 - Fair,(UR1) Brixton Decorative Tubular Steel,"5",URBIS Schreder Ltd,TN - Tubular Standard,S1 - Steel,CD - Decorative,BX - Brixton,BLACK - Unspecified,"2",530999.000000000000000,175503.000000000000000,0
"3699","21901750",DORRELL PLACE,LB - Lambeth,L1 - Ferndale,,C1037-03,SL - Street Lighting,Opposite dorrell pl,1 - Good,(ST1) Standard Tubular Steel,"6",Valmont Stainton,TN - Tubular Standard,S1 - Steel,CS - Standard,NULL,BLACK - Unspecified,"1",530985.995899999979883,175506.446999999985565,0
"3700","21900471",DORSET ROAD,LB - Lambeth,L1 - Stockwell,,C0471-03,SL - Street Lighting,Opposite 21,1 - Good,(ST1) Standard Tubular Steel,"6",Valmont Stainton,TN - Tubular Standard,S1 - Steel,CS - Standard,NULL,BLACK - Unspecified,"1",530495.995899999979883,177328.948000000003958,0
"3701","21900471",DORSET ROAD,LB - Lambeth,L1 - Stockwell,,C0471-04,SL - Street Lighting,Opposite 31,1 - Good,(ST1) Standard Tubular Steel,"6",Valmont Stainton,TN - Tubular Standard,S1 - Steel,CS - Standard,NULL,BLACK - Unspecified,"1",530527.915900000021793,177326.698600000003353,0
"3702","21900471",DORSET ROAD,LB - Lambeth,L1 - Stockwell,,C0471-06,SL - Street Lighting,Opposite meadow road,1 - Good,(ST1) Standard Tubular Steel,"6",Valmont Stainton,TN - Tubular Standard,S1 - Steel,CS - Standard,NULL,BLACK - Unspecified,"1",530563.263599999947473,177316.629899999999907,0
"3703","21900471",DORSET ROAD,LB - Lambeth,L1 - Stockwell,,C0471-09,SL - Street Lighting,Outside lulworth hse,1 - Good,(ST1) Standard Tubular Steel,"6",Valmont Stainton,TN - Tubular Standard,S1 - Steel,CS - Standard,NULL,BLACK - Unspecified,"1",530623.997399999992922,177284.067199999990407,0
"3704","21900471",DORSET ROAD,LB - Lambeth,L1 - Stockwell,,C0471-10,SL - Street Lighting,Outside lulworth hse,1 - Good,(ST1) Standard Tubular Steel,"6",Valmont Stainton,TN - Tubular Standard,S1 - Steel,CS - Standard,NULL,BLACK - Unspecified,"1",530649.597700000042096,177269.928100000019185,0
"3705","21900471",DORSET ROAD,LB - Lambeth,L1 - Stockwell,,C0471-11,SL - Street Lighting,Outside lulworth hse,1 - Good,(ST1) Standard Tubular Steel,"6",Valmont Stainton,TN - Tubular Standard,S1 - Steel,CS - Standard,NULL,BLACK - Unspecified,"1",530680.446600000024773,177252.682700000004843,0
"3706","21900471",DORSET ROAD,LB - Lambeth,L1 - Oval,,C0471-17,SL - Street Lighting,Outside danland hse,1 - Good,(ST1) Standard Tubular Steel,"6",Valmont Stainton,TN - Tubular Standard,S1 - Steel,CS - Standard,NULL,BLACK - Unspecified,"1",530821.944499999983236,177181.558799999998882,0
"3707","21900471",DORSET ROAD,LB - Lambeth,L1 - Stockwell,,C0471-18,SL - Street Lighting,Opposite 151,1 - Good,(ST1) Standard Tubular Steel,"6",Valmont Stainton,TN - Tubular Standard,S1 - Steel,CS - Standard,NULL,BLACK - Unspecified,"1",530846.580799999996088,177158.529299999994691,0
"3708","21900471",DORSET ROAD,LB - Lambeth,L1 - Stockwell,,C1051-SP03,SB - External Lit Sign,Outside 93,1 - Good,(CO1) Widebase Tubular Steel,"4",CORUS - Need more detail,TN - Tubular Standard,S1 - Steel,WB - Widebase,NULL,BLACK - Unspecified,"1",530414.462999999988824,177324.953000000008615,34
"3709","21900472",DOVERFIELD ROAD,LB - Lambeth,L1 - Brixton Hill,,C0472-01,SL - Street Lighting,Junction with dumbarton rd,1 - Good,(ST1) Standard Tubular Steel,"6",Valmont Stainton,TN - Tubular Standard,S1 - Steel,CS - Standard,NULL,BLACK - Unspecified,"1",530352.804499999969266,174032.701299999986077,0
"3710","21900472",DOVERFIELD ROAD,LB - Lambeth,L1 - Brixton Hill,,C0472-02,SL - Street Lighting,Outside 1,1 - Good,(ST1) Standard Tubular Steel,"6",Valmont Stainton,TN - Tubular Standard,S1 - Steel,CS - Standard,NULL,BLACK - Unspecified,"1",530356.898300000000745,174011.222299999993993,0
"3711","21900472",DOVERFIELD ROAD,LB - Lambeth,L1 - Brixton Hill,,C0472-03,SL - Street Lighting,Opposite 21,1 - Good,(ST1) Standard Tubular Steel,"6",Valmont Stainton,TN - Tubular Standard,S1 - Steel,CS - Standard,NULL,BLACK - Unspecified,"1",530353.974099999992177,173982.246899999998277,0
"3712","21900472",DOVERFIELD ROAD,LB - Lambeth,L1 - Brixton Hill,,C0472-04,SL - Street Lighting,Outside 31,1 - Good,(ST1) Standard Tubular Steel,"6",Valmont Stainton,TN - Tubular Standard,S1 - Steel,CS - Standard,NULL,BLACK - Unspecified,"1",530366.787099999957718,173956.248800000030315,14
"3713","21900472",DOVERFIELD ROAD,LB - Lambeth,L1 - Brixton Hill,,C0472-05,SL - Street Lighting,Outside 62,1 - Good,(ST1) Standard Tubular Steel,"6",Valmont Stainton,TN - Tubular Standard,S1 - Steel,CS - Standard,NULL,BLACK - Unspecified,"1",530364.554099999950267,173924.402399999991758,0
"3714","21900472",DOVERFIELD ROAD,LB - Lambeth,L1 - Brixton Hill,,C0472-06,SL - Street Lighting,Outside 74,1 - Good,(ST1) Standard Tubular Steel,"6",Valmont Stainton,TN - Tubular Standard,S1 - Steel,CS - Standard,NULL,BLACK - Unspecified,"1",530371.625200000009499,173894.363699999987148,0
"3715","21900472",DOVERFIELD ROAD,LB - Lambeth,L1 - Brixton Hill,,C0472-07,SL - Street Lighting,Junction with new park rd,1 - Good,(ST1) Standard Tubular Steel,"6",Valmont Stainton,TN - Tubular Standard,S1 - Steel,CS - Standard,NULL,BLACK - Unspecified,"1",530387.309099999954924,173873.682200000010198,0
"3716","21900474",DOWNTON AVENUE,LB - Lambeth,L1 - Streatham Hill,,0474-10,SL - Street Lighting,Outside 61,2 - Fair,(FA1) Standard Tubular Steel,"6",FABRIKAT,TN - Tubular Standard,S1 - Steel,CS - Standard,NULL,BLACK - Unspecified,"1",530605.812500000000000,172873.015600000013364,0
"3717","21900474",DOWNTON AVENUE,LB - Lambeth,L1 - Streatham Hill,,0474-11,SL - Street Lighting,Outside 66,2 - Fair,(FA1) Standard Tubular Steel,"6",FABRIKAT,TN - Tubular Standard,S1 - Steel,CS - Standard,NULL,BLACK - Unspecified,"1",530621.687500000000000,172858.828100000013364,0
"3718","21900474",DOWNTON AVENUE,LB - Lambeth,L1 - Streatham Hill,,0474-12,SL - Street Lighting,Outside 75,2 - Fair,(FA1) Standard Tubular Steel,"6",FABRIKAT,TN - Tubular Standard,S1 - Steel,CS - Standard,NULL,BLACK - Unspecified,"1",530649.750000000000000,172865.375000000000000,0
"3719","21900474",DOWNTON AVENUE,LB - Lambeth,L1 - Streatham Hill,,0474-13,SL - Street Lighting,Outside 82,2 - Fair,(FA1) Standard Tubular Steel,"6",FABRIKAT,TN - Tubular Standard,S1 - Steel,CS - Standard,NULL,BLACK - Unspecified,"1",530679.625000000000000,172848.218800000002375,0
"3720","21900474",DOWNTON AVENUE,LB - Lambeth,L1 - Streatham Hill,,0474-14,SL - Street Lighting,Outside 90,2 - Fair,(FA1) Standard Tubular Steel,"6",FABRIKAT,TN - Tubular Standard,S1 - Steel,CS - Standard,NULL,BLACK - Unspecified,"1",530705.500000000000000,172843.343799999973271,0
"3721","21900474",DOWNTON AVENUE,LB - Lambeth,L1 - Streatham Hill,,0474-15,SL - Street Lighting,Outside 97,2 - Fair,(FA1) Standard Tubular Steel,"6",FABRIKAT,TN - Tubular Standard,S1 - Steel,CS - Standard,NULL,BLACK - Unspecified,"1",530736.875000000000000,172849.296899999986636,0
"3722","21900474",DOWNTON AVENUE,LB - Lambeth,L1 - Streatham Hill,,0474-16,SL - Street Lighting,Outside 102,2 - Fair,(FA1) Standard Tubular Steel,"6",FABRIKAT,TN - Tubular Standard,S1 - Steel,CS - Standard,NULL,BLACK - Unspecified,"1",530754.062500000000000,172834.421900000015739,0
"3723","21900474",DOWNTON AVENUE,LB - Lambeth,L1 - Streatham Hill,,0474-17,SL - Street Lighting,Outside 105,2 - Fair,(FA1) Standard Tubular Steel,"6",FABRIKAT,TN - Tubular Standard,S1 - Steel,CS - Standard,NULL,BLACK - Unspecified,"1",530786.687500000000000,172839.765600000013364,0
"3724","21900474",DOWNTON AVENUE,LB - Lambeth,L1 - Streatham Hill,,0474-18,SL - Street Lighting,Outside 112,2 - Fair,(FA1) Standard Tubular Steel,"6",FABRIKAT,TN - Tubular Standard,S1 - Steel,CS - Standard,NULL,BLACK - Unspecified,"1",530808.687500000000000,172824.437500000000000,0
"3725","21900474",DOWNTON AVENUE,LB - Lambeth,L1 - Streatham Hill,,0474-19,SL - Street Lighting,Outside 115,2 - Fair,(FA1) Standard Tubular Steel,"6",FABRIKAT,TN - Tubular Standard,S1 - Steel,CS - Standard,NULL,BLACK - Unspecified,"1",530836.187500000000000,172830.687500000000000,0
"3726","21900474",DOWNTON AVENUE,LB - Lambeth,L1 - Streatham Hill,,0474-2,SL - Street Lighting,Outside 2,2 - Fair,(FA1) Standard Tubular Steel,"6",FABRIKAT,TN - Tubular Standard,S1 - Steel,CS - Standard,NULL,BLACK - Unspecified,"1",530409.187500000000000,172898.156300000002375,0
"3727","21900474",DOWNTON AVENUE,LB - Lambeth,L1 - Streatham Hill,,0474-20,SL - Street Lighting,Outside 130,2 - Fair,(FA1) Standard Tubular Steel,"6",FABRIKAT,TN - Tubular Standard,S1 - Steel,CS - Standard,NULL,BLACK - Unspecified,"1",530867.500000000000000,172813.765600000013364,0
"3728","21900474",DOWNTON AVENUE,LB - Lambeth,L1 - Streatham Hill,,0474-21,SL - Street Lighting,Outside 131,2 - Fair,(FA1) Standard Tubular Steel,"6",FABRIKAT,TN - Tubular Standard,S1 - Steel,CS - Standard,NULL,BLACK - Unspecified,"1",530897.062500000000000,172819.546899999986636,0
"3729","21900474",DOWNTON AVENUE,LB - Lambeth,L1 - Streatham Hill,,0474-22,SL - Street Lighting,Outside 144,2 - Fair,(FA1) Standard Tubular Steel,"6",FABRIKAT,TN - Tubular Standard,S1 - Steel,CS - Standard,NULL,BLACK - Unspecified,"1",530923.187500000000000,172803.453100000013364,0
"3730","21900474",DOWNTON AVENUE,LB - Lambeth,L1 - Streatham Hill,,0474-23,SL - Street Lighting,Outside 145,2 - Fair,(FA1) Standard Tubular Steel,"6",FABRIKAT,TN - Tubular Standard,S1 - Steel,CS - Standard,NULL,BLACK - Unspecified,"1",530954.125000000000000,172808.796899999986636,0
"3731","21900474",DOWNTON AVENUE,LB - Lambeth,L1 - Streatham Hill,,0474-24,SL - Street Lighting,Outside 153,2 - Fair,(FA1) Standard Tubular Steel,"6",FABRIKAT,TN - Tubular Standard,S1 - Steel,CS - Standard,NULL,BLACK - Unspecified,"1",530981.125000000000000,172803.765600000013364,0
"3732","21900474",DOWNTON AVENUE,LB - Lambeth,L1 - Streatham Hill,,0474-25,SL - Street Lighting,Outside 164,2 - Fair,(FA1) Standard Tubular Steel,"6",FABRIKAT,TN - Tubular Standard,S1 - Steel,CS - Standard,NULL,BLACK - Unspecified,"1",531005.125000000000000,172788.593800000002375,0
"3733","21900474",DOWNTON AVENUE,LB - Lambeth,L1 - Streatham Hill,,0474-26,SL - Street Lighting,Opposite 170,2 - Fair,(FA1) Standard Tubular Steel,"6",FABRIKAT,TN - Tubular Standard,S1 - Steel,CS - Standard,NULL,BLACK - Unspecified,"1",531029.062500000000000,172795.375000000000000,0
"3734","21900474",DOWNTON AVENUE,LB - Lambeth,L1 - Streatham Hill,,0474-3,SL - Street Lighting,Outside 9,2 - Fair,(FA1) Standard Tubular Steel,"6",FABRIKAT,TN - Tubular Standard,S1 - Steel,CS - Standard,NULL,BLACK - Unspecified,"1",530438.625000000000000,172904.093800000002375,0
"3735","21900474",DOWNTON AVENUE,LB - Lambeth,L1 - Streatham Hill,,0474-4,SL - Street Lighting,Outside 20,2 - Fair,(FA1) Standard Tubular Steel,"6",FABRIKAT,TN - Tubular Standard,S1 - Steel,CS - Standard,NULL,BLACK - Unspecified,"1",530458.687500000000000,172889.000000000000000,0
"3736","21900474",DOWNTON AVENUE,LB - Lambeth,L1 - Streatham Hill,,0474-5,SL - Street Lighting,Outside 29,2 - Fair,(FA1) Standard Tubular Steel,"6",FABRIKAT,TN - Tubular Standard,S1 - Steel,CS - Standard,NULL,BLACK - Unspecified,"1",530487.312500000000000,172895.171899999986636,0
"3737","21900474",DOWNTON AVENUE,LB - Lambeth,L1 - Streatham Hill,,0474-6,SL - Street Lighting,Outside 40,2 - Fair,(FA1) Standard Tubular Steel,"6",FABRIKAT,TN - Tubular Standard,S1 - Steel,CS - Standard,NULL,BLACK - Unspecified,"1",530511.750000000000000,172879.250000000000000,0
"3738","21900474",DOWNTON AVENUE,LB - Lambeth,L1 - Streatham Hill,,0474-7,SL - Street Lighting,Outside 43,2 - Fair,(FA1) Standard Tubular Steel,"6",FABRIKAT,TN - Tubular Standard,S1 - Steel,CS - Standard,NULL,BLACK - Unspecified,"1",530538.125000000000000,172885.812500000000000,0
"3739","21900474",DOWNTON AVENUE,LB - Lambeth,L1 - Streatham Hill,,0474-8,SL - Street Lighting,Outside 52,2 - Fair,(FA1) Standard Tubular Steel,"6",FABRIKAT,TN - Tubular Standard,S1 - Steel,CS - Standard,NULL,BLACK - Unspecified,"1",530558.687500000000000,172870.562500000000000,0
"3740","21900474",DOWNTON AVENUE,LB - Lambeth,L1 - Streatham Hill,,0474-9,SL - Street Lighting,Outside 62,2 - Fair,(FA1) Standard Tubular Steel,"6",FABRIKAT,TN - Tubular Standard,S1 - Steel,CS - Standard,NULL,BLACK - Unspecified,"1",530588.250000000000000,172865.000000000000000,0
"3741","21900474",DOWNTON AVENUE,LB - Lambeth,L1 - Streatham Hill,,0474-SC26,SB - External Lit Sign,Opposite 170,2 - Fair,NULL,,NULL,NULL,NULL,NULL,NULL,NULL,"1",531028.159499999950640,172795.525699999998324,0
"3742","21900474",DOWNTON AVENUE,LB - Lambeth,L1 - Streatham Hill,,1469-27,SL - Street Lighting,Outside 151,2 - Fair,(FA1) Standard Tubular Steel,"6",FABRIKAT,TN - Tubular Standard,S1 - Steel,CS - Standard,NULL,BLACK - Unspecified,"1",531053.625000000000000,172803.906300000002375,0
"3743","21900474",DOWNTON AVENUE,LB - Lambeth,L1 - Streatham Hill,,C0474-1,SL - Street Lighting,Adjacent/near,1 - Good,(FA1) Standard Tubular Steel,"6",FABRIKAT,TN - Tubular Standard,S1 - Steel,CS - Standard,NULL,BLACK - Unspecified,"1",530388.476699999999255,172913.791399999987334,0
"3744","21900474",DOWNTON AVENUE,LB - Lambeth,L1 - Streatham Hill,,C0474-27,SL - Street Lighting,Adjacent/near 170,1 - Good,(FA1) Standard Tubular Steel,"6",FABRIKAT,TN - Tubular Standard,S1 - Steel,CS - Standard,NULL,BLACK - Unspecified,"1",531053.770099999965169,172778.574599999992643,0
"3745","21900474",DOWNTON AVENUE,LB - Lambeth,L1 - Streatham Hill,,C0474-SP3,SB - External Lit Sign,Junction with hillside,1 - Good,(CO1) Widebase Tubular Steel,"4",CORUS - Need more detail,TN - Tubular Standard,S1 - Steel,WB - Widebase,NULL,NULL,"1",531057.342999999993481,172778.108100000012200,0
"3746","21900475",DRAKEWOOD ROAD,LB - Lambeth,L1 - Streatham South,,0475-1,SL - Street Lighting,Side of 56,1 - Good,(ST1) Standard Tubular Steel,"6",Valmont Stainton,TN - Tubular Standard,S1 - Steel,CS - Standard,NULL,BLACK - Unspecified,"1",529771.875000000000000,170169.765600000013364,0
"3747","21900475",DRAKEWOOD ROAD,LB - Lambeth,L1 - Streatham South,,0475-2,SL - Street Lighting,Outside 6,1 - Good,(ST1) Standard Tubular Steel,"6",Valmont Stainton,TN - Tubular Standard,S1 - Steel,CS - Standard,NULL,BLACK - Unspecified,"1",529743.812500000000000,170157.562500000000000,0
"3748","21900475",DRAKEWOOD ROAD,LB - Lambeth,L1 - Streatham South,,0475-3,SL - Street Lighting,Outside 14,1 - Good,(ST1) Standard Tubular Steel,"6",Valmont Stainton,TN - Tubular Standard,S1 - Steel,CS - Standard,NULL,BLACK - Unspecified,"1",529730.062500000000000,170132.968800000002375,0
"3749","21900475",DRAKEWOOD ROAD,LB - Lambeth,L1 - Streatham South,,0475-4,SL - Street Lighting,Outside 24,1 - Good,(ST1) Standard Tubular Steel,"6",Valmont Stainton,TN - Tubular Standard,S1 - Steel,CS - Standard,NULL,BLACK - Unspecified,"1",529721.250000000000000,170106.171899999986636,6
"3750","21900475",DRAKEWOOD ROAD,LB - Lambeth,L1 - Streatham South,,0475-5,SL - Street Lighting,Outside 34,1 - Good,(ST1) Standard Tubular Steel,"6",Valmont Stainton,TN - Tubular Standard,S1 - Steel,CS - Standard,NULL,BLACK - Unspecified,"1",529710.750000000000000,170083.140600000013364,0
"3751","21900475",DRAKEWOOD ROAD,LB - Lambeth,L1 - Streatham South,,0475-6,SL - Street Lighting,Side of 49,1 - Good,(ST1) Standard Tubular Steel,"6",Valmont Stainton,TN - Tubular Standard,S1 - Steel,CS - Standard,NULL,BLACK - Unspecified,"1",529693.687500000000000,170053.812500000000000,0
"3752","21900476",DREWSTEAD ROAD,LB - Lambeth,L1 - St. Leonard's,,C0476-01,SL - Street Lighting,Adjacent/near streatham high rd,1 - Good,(ST1) Standard Tubular Steel,"8",Valmont Stainton,TN - Tubular Standard,S1 - Steel,CS - Standard,NULL,BLACK - Unspecified,"1",530248.867399999988265,172660.502700000011828,0
"3753","21900476",DREWSTEAD ROAD,LB - Lambeth,L1 - St. Leonard's,,C0476-02,SL - Street Lighting,Adjacent/near 3,1 - Good,(ST1) Standard Tubular Steel,"8",Valmont Stainton,TN - Tubular Standard,S1 - Steel,CS - Standard,NULL,BLACK - Unspecified,"1",530222.800399999949150,172675.140299999999115,0
"3754","21900476",DREWSTEAD ROAD,LB - Lambeth,L1 - St. Leonard's,,C0476-03,SL - Street Lighting,Adjacent/near 11,1 - Good,(ST1) Standard Tubular Steel,"8",Valmont Stainton,TN - Tubular Standard,S1 - Steel,CS - Standard,NULL,BLACK - Unspecified,"1",530194.579000000027008,172672.917300000000978,9
"3755","21900476",DREWSTEAD ROAD,LB - Lambeth,L1 - St. Leonard's,,C0476-04,SL - Street Lighting,Adjacent/near 26,1 - Good,(ST1) Standard Tubular Steel,"8",Valmont Stainton,TN - Tubular Standard,S1 - Steel,CS - Standard,NULL,BLACK - Unspecified,"1",530166.307000000029802,172689.449300000007497,0
"3756","21900476",DREWSTEAD ROAD,LB - Lambeth,L1 - St. Leonard's,,C0476-05,SL - Street Lighting,Adjacent/near 29,1 - Good,(ST1) Standard Tubular Steel,"8",Valmont Stainton,TN - Tubular Standard,S1 - Steel,CS - Standard,NULL,BLACK - Unspecified,"2",530143.785299999988638,172692.923399999999674,13
"3757","21900476",DREWSTEAD ROAD,LB - Lambeth,L1 - St. Leonard's,,C0476-10,SL - Street Lighting,Junction with de montford rd,1 - Good,(ST1) Standard Tubular Steel,"6",Valmont Stainton,TN - Tubular Standard,S1 - Steel,CS - Standard,NULL,BLACK - Unspecified,"1",530076.513900000019930,172715.209899999987101,0
"3758","21900476",DREWSTEAD ROAD,LB - Lambeth,L1 - St. Leonard's,,C0476-11,SL - Street Lighting,Outside 69,1 - Good,(ST1) Standard Tubular Steel,"6",Valmont Stainton,TN - Tubular Standard,S1 - Steel,CS - Standard,NULL,BLACK - Unspecified,"1",530044.612199999974109,172712.746900000027381,0
"3759","21900476",DREWSTEAD ROAD,LB - Lambeth,L1 - St. Leonard's,,C0476-12,SL - Street Lighting,Opposite 71,1 - Good,(ST1) Standard Tubular Steel,"6",Valmont Stainton,TN - Tubular Standard,S1 - Steel,CS - Standard,NULL,BLACK - Unspecified,"1",530017.871099999989383,172728.580500000010943,0
"3760","21900476",DREWSTEAD ROAD,LB - Lambeth,L1 - St. Leonard's,,C0476-13,SL - Street Lighting,Opposite 77,1 - Good,(ST1) Standard Tubular Steel,"6",Valmont Stainton,TN - Tubular Standard,S1 - Steel,CS - Standard,NULL,BLACK - Unspecified,"1",529989.136199999949895,172734.327500000013970,0
"3761","21900476",DREWSTEAD ROAD,LB - Lambeth,L1 - St. Leonard's,,C0476-14,SL - Street Lighting,Outside 6,1 - Good,(ST1) Standard Tubular Steel,"6",Valmont Stainton,TN - Tubular Standard,S1 - Steel,CS - Standard,NULL,BLACK - Unspecified,"1",529968.259399999980815,172726.117499999963911,0
"3762","21900476",DREWSTEAD ROAD,LB - Lambeth,L1 - St. Leonard's,,C0476-15,SL - Street Lighting,Opposite 12,1 - Good,(ST1) Standard Tubular Steel,"6",Valmont Stainton,TN - Tubular Standard,S1 - Steel,CS - Standard,NULL,BLACK - Unspecified,"1",529944.685000000055879,172707.703700000012759,0
"3763","21900476",DREWSTEAD ROAD,LB - Lambeth,L1 - St. Leonard's,,C0476-16,SL - Street Lighting,Junction with dingley lane,1 - Good,(ST1) Standard Tubular Steel,"6",Valmont Stainton,TN - Tubular Standard,S1 - Steel,CS - Standard,NULL,BLACK - Unspecified,"1",529911.610499999951571,172704.067799999989802,0
"3764","21900476",DREWSTEAD ROAD,LB - Lambeth,L1 - St. Leonard's,,C0476-17,SL - Street Lighting,Outside 26,1 - Good,(ST1) Standard Tubular Steel,"6",Valmont Stainton,TN - Tubular Standard,S1 - Steel,CS - Standard,NULL,BLACK - Unspecified,"1",529889.912699999986216,172686.123099999997066,0
"3765","21900476",DREWSTEAD ROAD,LB - Lambeth,L1 - St. Leonard's,,C0476-18,SL - Street Lighting,Outside 36,1 - Good,(ST1) Standard Tubular Steel,"6",Valmont Stainton,TN - Tubular Standard,S1 - Steel,CS - Standard,NULL,BLACK - Unspecified,"1",529854.727100000018254,172682.369999999995343,8
"3766","21900476",DREWSTEAD ROAD,LB - Lambeth,L1 - St. Leonard's,,C0476-19,SL - Street Lighting,Outside 36,1 - Good,(ST1) Standard Tubular Steel,"6",Valmont Stainton,TN - Tubular Standard,S1 - Steel,CS - Standard,NULL,BLACK - Unspecified,"1",529831.152699999976903,172663.487099999998463,0
"3767","21900476",DREWSTEAD ROAD,LB - Lambeth,L1 - St. Leonard's,,C0476-20,SL - Street Lighting,Outside 46,1 - Good,(ST1) Standard Tubular Steel,"6",Valmont Stainton,TN - Tubular Standard,S1 - Steel,CS - Standard,NULL,BLACK - Unspecified,"1",529805.232599999988452,172663.487099999998463,0
"3768","21900476",DREWSTEAD ROAD,LB - Lambeth,L1 - St. Leonard's,,C0476-22,SL - Street Lighting,Outside 83,1 - Good,(ST1) Standard Tubular Steel,"6",Valmont Stainton,TN - Tubular Standard,S1 - Steel,CS - Standard,NULL,BLACK - Unspecified,"1",529763.009799999999814,172665.832800000003772,0
